policy_loss,value_loss
-0.15362367127090693,177346.98095703125
0.07945339288562536,218134.8798828125
0.09678913187235594,196231.50158691406
0.13476270623505116,75954.64270019531
0.029030087869614363,279044.75927734375
0.08372098580002785,208025.0578765869
0.25673269224353135,286489.7919921875
0.8444714765064418,245730.9248046875
1.2285216134041548,292736.712890625
0.2772932187654078,237358.61474609375
0.6527649684867356,33255.841768592596
1.3882408011704683,49402.52243883908
0.6045696775265696,21373.483337402344
0.3876017343136482,292141.79443359375
1.6173220700584352,39646.13871765137
3.056576360948384,59054.6702041626
0.6846269916277379,47144.89367675781
1.2196588350925595,109065.22519981861
0.9442468911875039,121144.75549316406
0.9248165161957331,291643.95068359375
0.20695876433217109,459944.68701171875
0.42266547674080357,289321.15966796875
22.054083201335743,183990.56982421875
1.1263119152281433,224861.5106561184
1.2127175569767132,29858.4296875
1.9312056433409452,23014.139251708984
0.950838291337277,549517.7467041016
1.1451165163889527,246212.76499557495
0.5964435944333673,31473.686889648438
0.16792151099070907,82968.67689704895
0.0465535968542099,203831.435546875
0.6541365273296833,310039.3614501953
1.6328782292257529,159467.9450378418
1.716712137684226,74855.86483860016
0.5442221279954538,22615.549514770508
3.2916388530284166,141542.87060546875
0.7444580979645252,33024.73560619354
0.6044452870264649,251473.486328125
3.1381029703770764,65224.24052429199
0.5576557157328352,149874.96875
1.0168312625028193,40584.84461402893
0.2694180340845662,112135.65219879895
0.3075768919661641,53060.28510284424
0.6948708610834018,70647.22253417969
0.1509883450344205,60648.784912109375
0.5877873634026276,60198.501220703125
0.2579454238297938,53266.71545410156
0.34965365566313267,33883.405749082565
0.2565876261413962,19162.208495140076
1.0055668307327372,42037.7412109375
0.3807339482009411,37729.17724609375
2.4554797168821096,65667.31030273438
1.515907717461232,40784.780265808105
1.0552545620594174,27026.440979003906
1.90099151670438,25813.417583465576
0.25319379242137074,26035.365966796875
6.508900144889438,38252.24418640137
2.064220350701362,24163.35704279691
2.4986811245325953,564799.275390625
0.8202171977609396,11303.257040977478
0.44687965971008126,7335.69930267334
0.3209984435525257,83808.69248199463
0.19483184278942645,95877.16870117188
1.0309815513901412,38718.72960853577
0.3191406851983629,10826.012130737305
2.3700753217563033,15951.841094970703
0.5040367104229517,88866.81713867188
0.16916926531121135,12280.465431213379
0.39730199438054115,4953.58675612323
2.298571392893791,19668.983474731445
1.1374238329008222,45764.4303894043
0.6922035468742251,19794.962121009827
1.21439023129642,39338.9287109375
0.6752217116300017,24229.635162353516
0.3239871127298102,15351.682144165039
0.30859660636633635,16141.071685791016
0.31459149811416864,4487.198206424713
4.207765788305551,114777.4521484375
0.9775419732904993,21997.148193359375
0.5526232696138322,10787.984365046024
1.0461663456517272,13997.009155273438
1.5075904296245426,22116.410888671875
4.852443113049958,25645.29411315918
2.835115062742261,35898.03951740265
220.9135470324375,48953.08709716797
3.8349372395314276,1217053.1640625
2.0951549613732823,803464.0078125
4.939924803795293,386320.13928222656
4.366090849274769,69011.5657043457
0.6283080269058701,17195.502075195312
0.3493612033780664,27608.382202148438
10.587959541473538,8086.825736522675
2.664937566034496,348827.50048828125
2.3346829330548644,61801.43947017193
5.143491805298254,9170.177871704102
0.1369504529261412,180602.923828125
3.4071314400061965,24824.814712524414
7.502360057784244,8664.558464810252
0.8321158294565976,190591.08813476562
3.746889037080109,364632.8059082031
